company,skills
S Monk,Digital Marketing
S Monk,Email Marketing
S Monk,English Proficiency (Spoken)
S Monk,English Proficiency (Written)
S Monk,MS-Excel
S Monk,Social Media Marketing
GIFTANA,
GIFTANA,Adobe Illustrator
GIFTANA,Adobe Photoshop
GIFTANA,CorelDRAW
GIFTANA,Video Editing
Stalwart People Company (SPC),English Proficiency (Spoken)
Stalwart People Company (SPC),English Proficiency (Written)
Stalwart People Company (SPC),MS-Excel
Stalwart People Company (SPC),MS-Word
Biznble Solutions LLP,Digital Marketing
Biznble Solutions LLP,Facebook Marketing
Biznble Solutions LLP,Instagram Marketing
Biznble Solutions LLP,Search Engine Optimization (SEO)
Biznble Solutions LLP,Social Media Marketing
IIDE Education Private Limited,Adobe Illustrator
IIDE Education Private Limited,Adobe Photoshop
IIDE Education Private Limited,Digital Marketing
IIDE Education Private Limited,Video Editing
Mechanify Services Private Limited,Adobe Creative Suite
Mechanify Services Private Limited,Adobe Illustrator
Mechanify Services Private Limited,Adobe Indesign
Mechanify Services Private Limited,Adobe Photoshop
Pixis,Copywriting
Pixis,English Proficiency (Spoken)
Pixis,English Proficiency (Written)
Pixis,Proofreading
Habile Technologies,Digital Marketing
Habile Technologies,English Proficiency (Spoken)
Habile Technologies,English Proficiency (Written)
Tech Manos,Business Analysis
Tech Manos,Business Research
Tech Manos,MS-Excel
Tech Manos,Research and Analytics
Boxpay,Algorithms
Boxpay,Java
Boxpay,ReactJS
Boxpay,Spring MVC
Medius Technologies Private Limited,English Proficiency (Spoken)
Medius Technologies Private Limited,Hindi Proficiency (Spoken)
Medius Technologies Private Limited,English Proficiency (Spoken)
Medius Technologies Private Limited,English Proficiency (Written)
Medius Technologies Private Limited,MS-Excel
MavenMagnet,.NET
MavenMagnet,MS-Excel
MavenMagnet,MS-Office
Design Centric,Adobe After Effects
Design Centric,Adobe Creative Suite
Design Centric,Adobe Illustrator
Design Centric,Adobe Indesign
Design Centric,Adobe Photoshop
Design Centric,Adobe Photoshop Lightroom CC
Design Centric,Adobe Premiere Pro
Design Centric,CorelDRAW
Design Centric,UI & UX Design
Design Centric,Video Editing
Ddigitalplanner,Adobe Illustrator
Ddigitalplanner,Adobe Photoshop
Ddigitalplanner,Adobe Photoshop Lightroom CC
Ddigitalplanner,Adobe Premiere Pro
Ddigitalplanner,CorelDRAW
Agua Wireless Systems Private Limited,Client Relationship
Agua Wireless Systems Private Limited,English Proficiency (Spoken)
Agua Wireless Systems Private Limited,English Proficiency (Written)
Agua Wireless Systems Private Limited,MS-Office
TradeReboot Fintech  Private Limited,Digital Marketing
TradeReboot Fintech  Private Limited,Email Marketing
TradeReboot Fintech  Private Limited,Facebook Marketing
TradeReboot Fintech  Private Limited,Instagram Marketing
TradeReboot Fintech  Private Limited,Search Engine Marketing (SEM)
TradeReboot Fintech  Private Limited,Search Engine Optimization (SEO)
TradeReboot Fintech  Private Limited,Social Media Marketing
Unboxing Art,
Agua Wireless Systems Private Limited,Digital Marketing
Agua Wireless Systems Private Limited,English Proficiency (Spoken)
Agua Wireless Systems Private Limited,English Proficiency (Written)
Agua Wireless Systems Private Limited,MS-Office
Agua Wireless Systems Private Limited,Sales and Marketing
DA FOODRIK PRIVATE LIMITED,3ds Max
DA FOODRIK PRIVATE LIMITED,Adobe Creative Suite
DA FOODRIK PRIVATE LIMITED,Adobe Illustrator
DA FOODRIK PRIVATE LIMITED,Adobe Photoshop
DA FOODRIK PRIVATE LIMITED,Adobe Premiere Pro
DA FOODRIK PRIVATE LIMITED,AutoCAD
DA FOODRIK PRIVATE LIMITED,CorelDRAW
DA FOODRIK PRIVATE LIMITED,Video Editing
Kapstag Workforce Solutions Private Limited,English Proficiency (Spoken)
Kapstag Workforce Solutions Private Limited,English Proficiency (Written)
Kapstag Workforce Solutions Private Limited,MS-Excel
Kapstag Workforce Solutions Private Limited,MS-Office
Kapstag Workforce Solutions Private Limited,MS-Word
Kapstag Workforce Solutions Private Limited,Recruitment
AlmaBetter,English Proficiency (Spoken)
V5 Global Services,English Proficiency (Spoken)
LizLyn Careers,English Proficiency (Spoken)
LizLyn Careers,English Proficiency (Written)
LizLyn Careers,Google Workspace
B.C. Dasgupta & Company,
Physics Wallah,English Proficiency (Spoken)
Physics Wallah,English Proficiency (Written)
Physics Wallah,Google Suite (G Suite)
Physics Wallah,MS-Excel
Physics Wallah,MS-Office
Socio Economic Emerging Development (SEED) Council,BIM (Building Information Modeling)
Socio Economic Emerging Development (SEED) Council,Business Analysis
Socio Economic Emerging Development (SEED) Council,Digital Marketing
Socio Economic Emerging Development (SEED) Council,Email Marketing
Socio Economic Emerging Development (SEED) Council,English Proficiency (Spoken)
Socio Economic Emerging Development (SEED) Council,English Proficiency (Written)
Socio Economic Emerging Development (SEED) Council,Enterprise Resource Planning(ERP)
Socio Economic Emerging Development (SEED) Council,Project Management
Socio Economic Emerging Development (SEED) Council,Sales and Marketing
Socio Economic Emerging Development (SEED) Council,Social Media Marketing
Polstrat Communication Private Limited,Creative Writing
Polstrat Communication Private Limited,English Proficiency (Written)
Polstrat Communication Private Limited,Search Engine Marketing (SEM)
Polstrat Communication Private Limited,Search Engine Optimization (SEO)
Polstrat Communication Private Limited,Social Media Marketing
CodeMBS,Adobe After Effects
CodeMBS,Adobe Photoshop
CodeMBS,Adobe Photoshop Lightroom CC
CodeMBS,CorelDRAW
CodeMBS,Video Editing
TrakAff,English Proficiency (Spoken)
TrakAff,English Proficiency (Written)
TrakAff,JavaScript
TrakAff,PHP
Cargosol Logistics Limited,
Tring,Creative Writing
Tring,English Proficiency (Written)
Tring,Social Media Marketing
Myra Multimedia Enterprise Private Limited,Blogging
Myra Multimedia Enterprise Private Limited,Creative Writing
Myra Multimedia Enterprise Private Limited,English Proficiency (Spoken)
Myra Multimedia Enterprise Private Limited,English Proficiency (Written)
Myra Multimedia Enterprise Private Limited,Search Engine Optimization (SEO)
Orchids International School,
Digi Upaay Solutions Private Limited,
Sleeping Owls Business Private Limited,Digital Marketing
Sleeping Owls Business Private Limited,Instagram Marketing
Sleeping Owls Business Private Limited,Social Media Marketing
KaroStartup,Content Marketing
KaroStartup,Copywriting
KaroStartup,Market Research
Myonlineprep,
120 Media Collective Private Limited,English Proficiency (Spoken)
120 Media Collective Private Limited,English Proficiency (Written)
120 Media Collective Private Limited,MS-Excel
Instazap,Digital Marketing
Instazap,Email Marketing
Instazap,English Proficiency (Spoken)
Instazap,English Proficiency (Written)
Instazap,MS-Excel
Instazap,Social Media Marketing
Indo Euro Synchronization,Adobe Illustrator
Indo Euro Synchronization,Adobe Photoshop
Indo Euro Synchronization,Adobe Photoshop Lightroom CC
Indo Euro Synchronization,Video Editing
Corizo,Content Marketing
Corizo,Digital Marketing
Corizo,Email Marketing
Corizo,Facebook Marketing
Corizo,Instagram Marketing
Corizo,MS-Excel
Corizo,MS-Office
Corizo,Sales and Marketing
Corizo,Search Engine Marketing (SEM)
Corizo,Social Media Marketing
Agnitus Infotech LLP,Bootstrap
Agnitus Infotech LLP,CodeIgniter
Agnitus Infotech LLP,CSS
Agnitus Infotech LLP,HTML
Agnitus Infotech LLP,JavaScript
Agnitus Infotech LLP,jQuery
Agnitus Infotech LLP,MySQL
Agnitus Infotech LLP,Node.js
Agnitus Infotech LLP,PHP
THAILA,
User Umbrella LLP,Digital Marketing
User Umbrella LLP,English Proficiency (Spoken)
User Umbrella LLP,Facebook Marketing
User Umbrella LLP,Google AdWords
User Umbrella LLP,Search Engine Marketing (SEM)
User Umbrella LLP,Search Engine Optimization (SEO)
User Umbrella LLP,Social Media Marketing
Paras International,
Phanerozoic Private Limited,Bengali Proficiency (Spoken)
Phanerozoic Private Limited,Creative Writing
Phanerozoic Private Limited,Digital Marketing
Phanerozoic Private Limited,English Proficiency (Spoken)
Phanerozoic Private Limited,English Proficiency (Written)
Phanerozoic Private Limited,Facebook Marketing
Phanerozoic Private Limited,Instagram Marketing
Phanerozoic Private Limited,Social Media Marketing
Isourse,AutoCAD
Isourse,CAD
Egreen Farms Private Limited,
Verzeo,English Proficiency (Spoken)
Verzeo,English Proficiency (Written)
Verzeo,MS-Excel
MANBAL.AI,CSS
MANBAL.AI,HTML
MANBAL.AI,JavaScript
MANBAL.AI,ReactJS
MANBAL.AI,React Native
PSG College Of Technology,Content Writing
PSG College Of Technology,Social Media Marketing
The Climber (MyCaptain),English Proficiency (Spoken)
The Climber (MyCaptain),MS-Excel
The Climber (MyCaptain),MS-Word
Turnip Innovations,Copywriting
Turnip Innovations,Digital Marketing
Turnip Innovations,Email Marketing
Turnip Innovations,HTML
Turnip Innovations,MS-Excel
Turnip Innovations,Sales and Marketing
APS Partners,
Inspire Clean Energy,
DigiMedia Today,Creative Writing
DigiMedia Today,Digital Marketing
DigiMedia Today,Email Marketing
DigiMedia Today,Facebook Marketing
DigiMedia Today,Instagram Marketing
DigiMedia Today,Search Engine Marketing (SEM)
DigiMedia Today,Search Engine Optimization (SEO)
DigiMedia Today,Social Media Marketing
Graphic360,Digital Marketing
Graphic360,Facebook Marketing
Graphic360,Instagram Marketing
Graphic360,Search Engine Marketing (SEM)
Graphic360,Social Media Marketing
GoQuest Media Ventures Private Limited,English Proficiency (Spoken)
GoQuest Media Ventures Private Limited,English Proficiency (Written)
GoQuest Media Ventures Private Limited,MS-Word
Bobble Keyboard,Computer Networking
Go Girl Humanitarian Foundation,CSS
Go Girl Humanitarian Foundation,HTML
Endeavor Academy,Accounting
Endeavor Academy,Business Research
Endeavor Academy,Economics
Endeavor Academy,Mathematics
Endeavor Academy,MS-Office
NetAmbit,English Proficiency (Spoken)
NetAmbit,English Proficiency (Written)
NetAmbit,MS-Excel
NetAmbit,MS-Office
NetAmbit,MS-Word
Seigell Consultants,Creative Writing
Seigell Consultants,Digital Marketing
Seigell Consultants,Email Marketing
Seigell Consultants,English Proficiency (Spoken)
Seigell Consultants,English Proficiency (Written)
Seigell Consultants,Facebook Marketing
Seigell Consultants,Instagram Marketing
Seigell Consultants,Search Engine Marketing (SEM)
Seigell Consultants,Search Engine Optimization (SEO)
Seigell Consultants,Social Media Marketing
Nikah Forever,Creative Writing
Nikah Forever,English Proficiency (Spoken)
Nikah Forever,English Proficiency (Written)
Nikah Forever,Search Engine Optimization (SEO)
Mudraksh And McShaw Advisory,Stock Trading
Lemon Yellow LLP,Creative Writing
Lemon Yellow LLP,English Proficiency (Spoken)
Lemon Yellow LLP,English Proficiency (Written)
Across The Globe (ATG),Content Marketing
Across The Globe (ATG),Content Writing
Across The Globe (ATG),Creative Writing
Across The Globe (ATG),Email Marketing
Across The Globe (ATG),English Proficiency (Written)
Across The Globe (ATG),Social Media Marketing
Blackcoffer (OPC) Private Limited,.NET
Blackcoffer (OPC) Private Limited,CSS
Blackcoffer (OPC) Private Limited,Django
Blackcoffer (OPC) Private Limited,Express.js
Blackcoffer (OPC) Private Limited,Flask
Blackcoffer (OPC) Private Limited,JavaScript
Blackcoffer (OPC) Private Limited,jQuery
Blackcoffer (OPC) Private Limited,MongoDB
Blackcoffer (OPC) Private Limited,MySQL
Blackcoffer (OPC) Private Limited,Node.js
Blackcoffer (OPC) Private Limited,PHP
Blackcoffer (OPC) Private Limited,Python
Blackcoffer (OPC) Private Limited,ReactJS
FinanceKaart,Django
FinanceKaart,Flutter
FinanceKaart,Python
Across The Globe (ATG),Content Marketing
Across The Globe (ATG),Content Writing
Across The Globe (ATG),Digital Marketing
Across The Globe (ATG),Email Marketing
Across The Globe (ATG),English Proficiency (Written)
Across The Globe (ATG),Facebook Marketing
Across The Globe (ATG),Instagram Marketing
Across The Globe (ATG),Search Engine Marketing (SEM)
Across The Globe (ATG),Search Engine Optimization (SEO)
Across The Globe (ATG),Social Media Marketing
Mtailzy Digital Marketing,Digital Marketing
Mtailzy Digital Marketing,English Proficiency (Written)
Mtailzy Digital Marketing,Instagram Marketing
Mtailzy Digital Marketing,Search Engine Marketing (SEM)
Mtailzy Digital Marketing,Social Media Marketing
Metricoid Technology Solutions Private Limited,CSS
Metricoid Technology Solutions Private Limited,HTML
Metricoid Technology Solutions Private Limited,JavaScript
Metricoid Technology Solutions Private Limited,jQuery
Metricoid Technology Solutions Private Limited,MySQL
Metricoid Technology Solutions Private Limited,PHP
Guruji Astro,
Expertrons,Adobe After Effects
Expertrons,Adobe Creative Suite
Expertrons,Adobe Illustrator
Expertrons,Adobe Indesign
Expertrons,Adobe Photoshop
Expertrons,Adobe Photoshop Lightroom CC
Expertrons,Adobe Premiere Pro
Expertrons,CorelDRAW
Expertrons,UI & UX Design
Expertrons,Video Editing
A J Mohan & Associates,Accounting
A J Mohan & Associates,MS-Office
CA Monk,English Proficiency (Spoken)
CA Monk,English Proficiency (Written)
Nagalia Associates 5D Studio,AutoCAD
Nagalia Associates 5D Studio,Autodesk Revit
Nagalia Associates 5D Studio,MS-Office
W3TURBO IT Solutions,
Talentplace.ai,Sales
Talentplace.ai,Sales and Marketing
Spenz Media,Digital Marketing
Spenz Media,Email Marketing
27Saksham Services Private Limited,English Proficiency (Spoken)
27Saksham Services Private Limited,English Proficiency (Written)
27Saksham Services Private Limited,Hindi Proficiency (Spoken)
27Saksham Services Private Limited,Sales
27Saksham Services Private Limited,Sales and Marketing
Popcorn Animation Studios,Animation
Popcorn Animation Studios,Blender 3D
Innovura Technologies Private Limited,English Proficiency (Spoken)
Innovura Technologies Private Limited,English Proficiency (Written)
Innovura Technologies Private Limited,MS-Excel
Innovura Technologies Private Limited,MS-Office
Innovura Technologies Private Limited,MS-Word
Passionbits,Creative Writing
Passionbits,English Proficiency (Written)
Passionbits,Search Engine Optimization (SEO)
Microden Software Solutions,Adobe After Effects
Microden Software Solutions,Adobe Creative Suite
Microden Software Solutions,Adobe Illustrator
Microden Software Solutions,Adobe Indesign
Microden Software Solutions,Adobe Photoshop
Microden Software Solutions,Adobe Photoshop Lightroom CC
Microden Software Solutions,Adobe Premiere Pro
Microden Software Solutions,CorelDRAW
Microden Software Solutions,UI & UX Design
Microden Software Solutions,Video Editing
Knack Ardour,Canva
Knack Ardour,Instagram Marketing
Knack Ardour,Social Media Marketing
Khanal Foods Private Limited,Accounting
Khanal Foods Private Limited,English Proficiency (Spoken)
Khanal Foods Private Limited,English Proficiency (Written)
Khanal Foods Private Limited,Financial Modeling
Live Bindas,
Blockcube Technology Limited,Manual Testing
Blockcube Technology Limited,Quality Assurance/Quality Control (QA/QC)
Blockcube Technology Limited,SQL
RaftLabs,Blogging
RaftLabs,Creative Writing
RaftLabs,English Proficiency (Spoken)
RaftLabs,English Proficiency (Written)
RaftLabs,Search Engine Optimization (SEO)
CBI Solutions India,English Proficiency (Spoken)
CBI Solutions India,English Proficiency (Written)
CBI Solutions India,Sales and Marketing
LYEF Wellness Ventures Private Limited,Adobe Creative Suite
LYEF Wellness Ventures Private Limited,Adobe Illustrator
LYEF Wellness Ventures Private Limited,Adobe Indesign
LYEF Wellness Ventures Private Limited,Adobe Photoshop
LYEF Wellness Ventures Private Limited,UI & UX Design
LYEF Wellness Ventures Private Limited,Video Editing
Drona Infotech IT Service Private Limited,Adobe Photoshop
Drona Infotech IT Service Private Limited,Canva
Drona Infotech IT Service Private Limited,Digital Marketing
Drona Infotech IT Service Private Limited,Facebook Marketing
Drona Infotech IT Service Private Limited,Instagram Marketing
Muks Robotics LLP,Creative Writing
Muks Robotics LLP,Digital Advertising
Muks Robotics LLP,Digital Marketing
Muks Robotics LLP,Social Media Marketing
Salecha Lifestyle LLP,Adobe After Effects
Salecha Lifestyle LLP,Adobe Creative Suite
Salecha Lifestyle LLP,Adobe Illustrator
Salecha Lifestyle LLP,Adobe Indesign
Salecha Lifestyle LLP,Adobe Photoshop
Salecha Lifestyle LLP,Adobe Premiere Pro
Salecha Lifestyle LLP,CorelDRAW
Salecha Lifestyle LLP,UI & UX Design
Salecha Lifestyle LLP,Video Editing
Pando India Software Consultants,Blogging
Pando India Software Consultants,Creative Writing
Pando India Software Consultants,English Proficiency (Written)
Sunfront Energy Private Limited,English Proficiency (Spoken)
Sunfront Energy Private Limited,English Proficiency (Written)
Sunfront Energy Private Limited,Sales and Marketing
Allo Innoware,
Desi ChalChitra,Google Suite (G Suite)
Desi ChalChitra,WordPress
Glonur,Audio Editing
Glonur,Creative Writing
Glonur,Digital Marketing
Glonur,Email Marketing
Glonur,English Proficiency (Spoken)
Glonur,English Proficiency (Written)
Glonur,Facebook Marketing
Glonur,Instagram Marketing
Glonur,Social Media Marketing
Glonur,Video Editing
Glonur,Video Making
AppAvengers,Adobe Photoshop
AppAvengers,UI & UX Design
AppAvengers,User Interface (UI) Development
Improvians,
Community Action Through Motivation Program,
Zaivic Tech Wellness Solutions,Accounting
Zaivic Tech Wellness Solutions,Data Analytics
Zaivic Tech Wellness Solutions,English Proficiency (Written)
Zaivic Tech Wellness Solutions,MS-Excel
Zaivic Tech Wellness Solutions,MS-Office
Zaivic Tech Wellness Solutions,MS-PowerPoint
Proceed Fit,Blogging
Proceed Fit,Creative Writing
Proceed Fit,English Proficiency (Written)
Proceed Fit,Social Media Marketing
AppAvengers,English Proficiency (Spoken)
AppAvengers,English Proficiency (Written)
AppAvengers,MS-Office
Cynergi,Digital Marketing
Cynergi,Email Marketing
Cynergi,Social Media Marketing
Tutedude,English Proficiency (Spoken)
Tutedude,MS-Excel
Playto Labs,Robotics
Altusign (Opulence Media),Digital Marketing
Altusign (Opulence Media),Social Media Marketing
Skyfi Education Labs Private Limited,
EmOrg Events,Client Interaction
EmOrg Events,Digital Marketing
EmOrg Events,Email Marketing
EmOrg Events,English Proficiency (Spoken)
EmOrg Events,MS-Excel
EmOrg Events,MS-PowerPoint
EmOrg Events,Sales
EmOrg Events,Sales and Marketing
MsgClub,English Proficiency (Spoken)
MsgClub,English Proficiency (Written)
MsgClub,Hindi Proficiency (Spoken)
MsgClub,MS-Excel
3a Learning Solutions India Private Limited,CSS
3a Learning Solutions India Private Limited,Express.js
3a Learning Solutions India Private Limited,HTML
3a Learning Solutions India Private Limited,JavaScript
3a Learning Solutions India Private Limited,MongoDB
3a Learning Solutions India Private Limited,Node.js
HMS Marketing,Creative Writing
HMS Marketing,Digital Marketing
HMS Marketing,Email Marketing
HMS Marketing,English Proficiency (Spoken)
HMS Marketing,English Proficiency (Written)
HMS Marketing,Facebook Marketing
HMS Marketing,Instagram Marketing
HMS Marketing,Search Engine Marketing (SEM)
HMS Marketing,Search Engine Optimization (SEO)
HMS Marketing,Social Media Marketing
Kindlife,Blogging
Kindlife,Content Writing
Kindlife,Creative Writing
Kindlife,Digital Marketing
Kindlife,English Proficiency (Written)
Kindlife,Social Media Marketing
SmackHire,English Proficiency (Spoken)
SmackHire,MS-Excel
Infinitied Labs Private Limited,Canva
Infinitied Labs Private Limited,Content Marketing
Infinitied Labs Private Limited,Copywriting
Infinitied Labs Private Limited,Creative Writing
Infinitied Labs Private Limited,Digital Marketing
Infinitied Labs Private Limited,English Proficiency (Spoken)
Testbook,English Proficiency (Spoken)
Testbook,English Proficiency (Written)
Testbook,MS-Excel
Testbook,MS-PowerPoint
Testbook,Operations
Virtual Pebbles,
Next Labs,Client Relationship
Next Labs,Digital Marketing
Next Labs,English Proficiency (Spoken)
Next Labs,English Proficiency (Written)
Next Labs,MS-Office
Satianu Fragrances And Essential Oils LLP,Adobe Photoshop
Satianu Fragrances And Essential Oils LLP,CorelDRAW
Satianu Fragrances And Essential Oils LLP,Video Editing
Quantic Business Media Private Limited,English Proficiency (Spoken)
Quantic Business Media Private Limited,English Proficiency (Written)
Digital Ipsum,Digital Marketing
Digital Ipsum,English Proficiency (Spoken)
Digital Ipsum,English Proficiency (Written)
Digital Ipsum,Facebook Marketing
Digital Ipsum,Hindi Proficiency (Written)
Digital Ipsum,Instagram Marketing
Digital Ipsum,Social Media Marketing
LeanAgri,Digital Marketing
LeanAgri,Facebook Marketing
LeanAgri,Search Engine Marketing (SEM)
LeanAgri,Search Engine Optimization (SEO)
LeanAgri,Social Media Marketing
Mod-Bit.in,English Proficiency (Spoken)
Mod-Bit.in,English Proficiency (Written)
Mod-Bit.in,MS-Excel
Mod-Bit.in,Sales
Mod-Bit.in,Sales and Marketing
Appletree International Private Limited,English Proficiency (Spoken)
Appletree International Private Limited,English Proficiency (Written)
StrongHer Ventures,English Proficiency (Spoken)
StrongHer Ventures,English Proficiency (Written)
Next Generation Skills Analytics And Testing Private Limited,
Fostr Reads,Adobe Illustrator
Fostr Reads,Adobe Photoshop
Fostr Reads,Digital Marketing
Fostr Reads,Email Marketing
Fostr Reads,Facebook Marketing
Fostr Reads,Figma
Fostr Reads,Instagram Marketing
Fostr Reads,Search Engine Marketing (SEM)
Fostr Reads,Search Engine Optimization (SEO)
Fostr Reads,Social Media Marketing
MiM-Essay,Bootstrap
MiM-Essay,CSS
MiM-Essay,Git
MiM-Essay,HTML
MiM-Essay,JavaScript
MiM-Essay,jQuery
Reporting Youth,Creative Writing
Reporting Youth,Hindi Proficiency (Spoken)
Reporting Youth,Hindi Proficiency (Written)
Gaido Technologies Private Limited,English Proficiency (Spoken)
Gaido Technologies Private Limited,MS-Excel
Corewave Tech Private Limited,English Proficiency (Spoken)
Corewave Tech Private Limited,English Proficiency (Written)
Corewave Tech Private Limited,MS-Excel
Corewave Tech Private Limited,MS-Office
Corewave Tech Private Limited,MS-Word
Mag Cloud Solutions,Email Marketing
Mag Cloud Solutions,English Proficiency (Spoken)
Mag Cloud Solutions,English Proficiency (Written)
Mag Cloud Solutions,Social Media Marketing
Mitul S. Jogani & Associates,Accounting
Mitul S. Jogani & Associates,MS-Excel
Mitul S. Jogani & Associates,MS-Office
Mitul S. Jogani & Associates,Tally
Pine & Lime,Digital Marketing
Pine & Lime,Email Marketing
Pine & Lime,English Proficiency (Spoken)
Pine & Lime,English Proficiency (Written)
Pine & Lime,Instagram Marketing
Pine & Lime,MS-Excel
Kalp Systems,English Proficiency (Spoken)
Kalp Systems,English Proficiency (Written)
Kalp Systems,MS-Office
MatrixOne Tech Solutions,Recruitment
Yumfoods And Confectioneries Private Limited,
TP Digital Technologies,Creative Writing
TP Digital Technologies,English Proficiency (Written)
SalaryBox,English Proficiency (Spoken)
SalaryBox,MS-Excel
SalaryBox,Sales and Marketing
Global Knowledge Works,Instagram Marketing
FranchiseByte,Blogging
FranchiseByte,Creative Writing
FranchiseByte,English Proficiency (Spoken)
FranchiseByte,English Proficiency (Written)
Sugar Russh Cafe And Desserts Private Limited,
OZEO IT SERVICES Private Limited,MS-Excel
OZEO IT SERVICES Private Limited,MS-Word
DS Group,English Proficiency (Spoken)
DS Group,English Proficiency (Written)
DS Group,MS-Excel
DS Group,MS-Office
Omikron Technologies Private Limited,Adobe After Effects
Omikron Technologies Private Limited,Adobe Illustrator
Omikron Technologies Private Limited,Adobe Photoshop
Omikron Technologies Private Limited,Adobe Premiere Pro
Omikron Technologies Private Limited,Canva
Omikron Technologies Private Limited,Final Cut Pro
Omikron Technologies Private Limited,Video Editing
Omikron Technologies Private Limited,Video Making
Swipe,Blogging
Swipe,Creative Writing
Swipe,English Proficiency (Written)
Swipe,Search Engine Optimization (SEO)
Evelyn Learning Systems,Accounting
Evelyn Learning Systems,Content Writing
Evelyn Learning Systems,English Proficiency (Spoken)
Evelyn Learning Systems,English Proficiency (Written)
Evelyn Learning Systems,Financial Modeling
Hyspace Technologies,C++ Programming
Hyspace Technologies,Digital Signal Processing
Hyspace Technologies,Python
Respicite,English Proficiency (Spoken)
Respicite,Hindi Proficiency (Spoken)
LectureNotes,Sales and Marketing
LectureNotes,Social Media Marketing
MojoBoxx,
Brand Ticks,Adobe After Effects
Brand Ticks,Adobe Illustrator
Brand Ticks,Adobe Photoshop
Brand Ticks,CorelDRAW
Brand Ticks,Video Editing
TCY Learning Solutions (P) Limited,English Proficiency (Spoken)
TCY Learning Solutions (P) Limited,Mathematics
Nohung Private Limited,
Alpha Think (Study Abroad),Email Marketing
Alpha Think (Study Abroad),English Proficiency (Spoken)
Alpha Think (Study Abroad),English Proficiency (Written)
Alpha Think (Study Abroad),Social Media Marketing
Jobs 2 Gain India Private Limited,
Recit,Digital Marketing
Recit,English Proficiency (Written)
Recit,Google AdWords
Recit,Google Analytics
Recit,Search Engine Marketing (SEM)
Recit,Search Engine Optimization (SEO)
Recit,Social Media Marketing
Surabhi Bavishi,French Proficiency (spoken)
Surabhi Bavishi,Teaching
SSBCrackExams,Online Teaching
OckyPocky,English Proficiency (Spoken)
OckyPocky,English Proficiency (Written)
OckyPocky,Hindi Proficiency (Spoken)
OckyPocky,MS-Office
OckyPocky,Sales
OckyPocky,Salesforce
Mehak Goyal,Digital Marketing
Mehak Goyal,English Proficiency (Spoken)
Mehak Goyal,English Proficiency (Written)
Mehak Goyal,Instagram Marketing
Mehak Goyal,Search Engine Marketing (SEM)
Mehak Goyal,Search Engine Optimization (SEO)
Mehak Goyal,Social Media Marketing
CriTaxCorp,English Proficiency (Spoken)
CriTaxCorp,English Proficiency (Written)
KoiReader Technologies,Content Writing
KoiReader Technologies,Copywriting
KoiReader Technologies,Digital Marketing
KoiReader Technologies,Email Marketing
KoiReader Technologies,English Proficiency (Spoken)
KoiReader Technologies,English Proficiency (Written)
KoiReader Technologies,Salesforce
KoiReader Technologies,Search Engine Marketing (SEM)
KoiReader Technologies,Search Engine Optimization (SEO)
KoiReader Technologies,Video Editing
KoiReader Technologies,Video Making
Simmi Foundation Organization,
Wealth Socials,Adobe XD
Wealth Socials,HTML
Wealth Socials,JavaScript
Wealth Socials,MySQL
Wealth Socials,PHP
Wealth Socials,WordPress
Drool,
Atom8,Creative Writing
Atom8,Digital Marketing
Atom8,Email Marketing
Atom8,English Proficiency (Spoken)
Atom8,English Proficiency (Written)
Atom8,Facebook Marketing
Atom8,Instagram Marketing
Atom8,Search Engine Marketing (SEM)
Atom8,Search Engine Optimization (SEO)
Atom8,Social Media Marketing
JethiTech Solutions,CSS
JethiTech Solutions,HTML
JethiTech Solutions,JavaScript
JethiTech Solutions,PHP
JethiTech Solutions,WordPress
Across The Globe (ATG),Content Marketing
Across The Globe (ATG),Content Writing
Across The Globe (ATG),Creative Writing
Across The Globe (ATG),Email Marketing
Across The Globe (ATG),English Proficiency (Written)
Across The Globe (ATG),Social Media Marketing
OYO Workspaces,English Proficiency (Spoken)
OYO Workspaces,English Proficiency (Written)
OYO Workspaces,MS-Excel
Kolo,Adobe Illustrator
Kolo,Figma
Jethi Tech Solutions,Bootstrap
Jethi Tech Solutions,CSS
Jethi Tech Solutions,HTML
Jethi Tech Solutions,JavaScript
Jethi Tech Solutions,MySQL
Jethi Tech Solutions,PHP
Jethi Tech Solutions,WordPress
Keshri Enterprises,Digital Marketing
Keshri Enterprises,Email Marketing
Keshri Enterprises,English Proficiency (Written)
Keshri Enterprises,Facebook Marketing
Keshri Enterprises,Instagram Marketing
Keshri Enterprises,Search Engine Marketing (SEM)
Keshri Enterprises,Search Engine Optimization (SEO)
Keshri Enterprises,Social Media Marketing
Rasayanam Ayurveda,Blogging
Rasayanam Ayurveda,Creative Writing
Rasayanam Ayurveda,English Proficiency (Written)
Revca,English Proficiency (Written)
Revca,Search Engine Optimization (SEO)
Revca,UI & UX Design
Revca,WordPress
Bluemix Technologies,Creative Writing
Bluemix Technologies,Digital Marketing
Bluemix Technologies,Email Marketing
Bluemix Technologies,Social Media Marketing
Isourse,English Proficiency (Spoken)
Isourse,English Proficiency (Written)
Isourse,MS-Excel
Isourse,MS-Word
Younglabs Innovations Private Limited,English Proficiency (Written)
Younglabs Innovations Private Limited,MS-Office
Younglabs Innovations Private Limited,MS-Word
Younglabs Innovations Private Limited,Subject Matter Expert (SME)
Swipe,Blogging
Swipe,Creative Writing
Swipe,English Proficiency (Written)
Swipe,Search Engine Optimization (SEO)
Swipe,Social Media Marketing
